HOIP entry ID,Khazana ID,Organic cation source,Label,Material class,Geometry class,Organic cation chemical formula,Number of atom types,Total number of atoms,Atom types,Number of each atom,"Bandgap, HSE06 (eV)","Bandgap, GGA (eV)",Kpoint for VBM,Kpoint for CBM,"Dielectric constant, electronic","Dielectric constant, ionic","Dielectric constant, total",Refractive index,Atomization energy (eV/atom),Relative energy1 (eV/atom),Relative energy2 (eV/atom),Volume of the unit cell (A^3),Density (g/cm^3),Tool,Pseudopotential,Note,Created by
0045,1895,"T.D.Huan et al., Phys. Rev. B 93,094105(2016)",Methylammonium Germanium Fluoride,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),CH3NH3,5,12,C H N  Ge F,1 6 1  1 3,5.2403,3.9936,"0.5, 0.5, 0","0.5, 0, 0.5",2.7677,3.6143,6.382,1.6636,-4.6422,-0.1831,0.5726,97.57,2.7515,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
0046,1896,"T.D.Huan et al., Phys. Rev. B 93,094105(2016)",Methylammonium Germanium Fluoride,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),CH3NH3,5,12,C H N  Ge F,1 6 1  1 3,5.4255,4.264,"0.5, 0.5, 0.5","0.0714, 0.0455, 0.5",2.8189,3.8785,6.6975,1.679,-4.6495,-0.1904,0.5653,95.47,2.8121,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
0047,1897,"T.D.Huan et al., Phys. Rev. B 93,094105(2016)",Methylammonium Germanium Fluoride,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),CH3NH3,5,12,C H N  Ge F,1 6 1  1 3,4.9235,3.7173,"0, 0.5, 0","0.5, 0, 0.0455",2.6808,4.722,7.4027,1.6373,-4.6586,-0.1995,0.5562,100.77,2.6642,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
0048,1898,"B.Saparov et al., Chem. Rev. 116, 4558 (2016)",Guanidinium Germanium Fluoride,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),C(NH2)3,5,14,C H N  Ge F,1 6 3  1 3,5.8538,4.4213,"0.5, 0.25, 0.25","0.5, 0.5, 0.5",2.8878,3.9751,6.8629,1.6994,-5.1152,0.0529,0.7007,115.77,2.7208,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
0049,1899,"B.Saparov et al., Chem. Rev. 116, 4558 (2016)",Guanidinium Germanium Fluoride,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),C(NH2)3,5,14,C H N  Ge F,1 6 3  1 3,5.8294,4.3791,"0.2632, 0.5, 0.2632","0.5, 0.5, 0.5",2.9083,4.3361,7.2444,1.7054,-5.1135,0.0545,0.7023,115.24,2.7333,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
0050,1900,"B.Saparov et al., Chem. Rev. 116, 4558 (2016)",Guanidinium Germanium Fluoride,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),C(NH2)3,5,14,C H N  Ge F,1 6 3  1 3,5.5038,4.2847,"0.1, 0.5, 0.5","0.5, 0, 0.5",2.9682,5.1498,8.118,1.7229,-5.113,0.0551,0.7028,114.12,2.7601,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
0051,1901,"G.Kieslich et al., Chem. Sci. 6, 3430 (2015)",Hydroxylammonium Germanium Fluoride,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),OHNH3,5,10,H N O Ge F,4 1  1 3,5.4104,4.1513,"0.5, 0.5, 0.5","-0.4444, -0.3333, 0.3333",3.0613,8.2555,11.3169,1.7497,-4.5032,-0.0897,0.8171,82.05,3.3119,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
0052,1902,"G.Kieslich et al., Chem. Sci. 6, 3430 (2015)",Hydroxylammonium Germanium Fluoride,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),OHNH3,5,10,H N O Ge F,4 1  1 3,5.4461,4.195,"0.5, 0.5, 0.5","0, 0, 0.4444",2.8387,4.8362,7.6748,1.6848,-4.4922,-0.0787,0.8281,85.17,3.1906,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
0053,1903,"G.Kieslich et al., Chem. Sci. 6, 3430 (2015)",Hydroxylammonium Germanium Fluoride,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),OHNH3,5,10,H N O Ge F,4 1  1 3,5.6235,4.3412,"0.5, 0.5, 0.0789","0.5, 0.0385, 0",2.9354,5.2214,8.1568,1.7133,-4.5028,-0.0893,0.8175,82.66,3.2875,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
0054,1904,"G.Kieslich et al., Chem. Sci. 6, 3430 (2015)",Hydroxylammonium Germanium Fluoride,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),OHNH3,5,10,H N O Ge F,4 1  1 3,6.0598,4.6729,"-0.3889, -0.2692, 0.3571","-0.4444, 0, 0.4286",2.9199,5.2385,8.1584,1.7088,-4.4976,-0.0841,0.8228,82.13,3.3087,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
0055,1905,"G.Kieslich et al., Chem. Sci. 6, 3430 (2015)",Hydroxylammonium Germanium Fluoride,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),OHNH3,5,10,H N O Ge F,4 1  1 3,5.5998,4.3187,"0.5, 0.5, 0.5","0.4286, 0, 0",2.9298,6.7666,9.6964,1.7117,-4.5,-0.0865,0.8203,83.56,3.2521,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
0056,1906,"G.Kieslich et al., Chem. Sci. 6, 3430 (2015)",Hydroxylammonium Germanium Fluoride,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),OHNH3,5,10,H N O Ge F,4 1  1 3,5.9243,4.6053,"0.0526, 0.5, 0","0.0625, 0, 0.45",2.9416,4.6583,7.5999,1.7151,-4.5039,-0.0904,0.8165,82.18,3.3067,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
0057,1907,"G.Kieslich et al., Chem. Sci. 6, 3430 (2015)",Hydroxylammonium Germanium Fluoride,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),OHNH3,5,10,H N O Ge F,4 1  1 3,5.7729,4.4257,"-0.0714, -0.3571, 0.3889","0.5, 0, 0.5",2.8888,6.8413,9.7301,1.6996,-4.499,-0.0855,0.8214,83.42,3.2575,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
0058,1908,"T.D.Huan et al., Phys. Rev. B 93,094105(2016)",Formamidinium Germanium Fluoride,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),HC(NH2)2,5,12,C H N  Ge F,1 5 2  1 3,5.2863,3.988,"0.5, 0.5, 0.5","0.5, 0.5, 0.5",2.94,3.596,6.536,1.7146,-5.014,-0.4624,0.2934,100.41,2.8887,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
0059,1909,"T.D.Huan et al., Phys. Rev. B 93,094105(2016)",Formamidinium Germanium Fluoride,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),HC(NH2)2,5,12,C H N  Ge F,1 5 2  1 3,4.5314,3.2258,"0.5, 0.5, 0.5","0.5, 0.5, 0.5",2.9175,2.7917,5.7092,1.7081,-4.8614,-0.3098,0.4459,105.95,2.7376,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
0060,1910,"B.Saparov et al., Chem. Rev. 116, 4558 (2016)",Tetramethylammonium Germanium Fluoride,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),(CH3)4N,5,21,C H N  Ge F,4 12 1  1 3,6.3718,5.0916,"0.5, 0.5, 0.5","0.0714, 0.5, 0.5",2.5832,1.2289,3.8121,1.6072,-4.8137,-0.2326,0.1611,162.61,2.0807,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
0061,1911,"B.Saparov et al., Chem. Rev. 116, 4558 (2016)",Tetramethylammonium Germanium Fluoride,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),(CH3)4N,5,21,C H N  Ge F,4 12 1  1 3,6.0254,4.7441,"0.5, 0.5, 0.5","0.4286, 0.1875, 0",2.5853,1.757,4.3423,1.6079,-4.8051,-0.224,0.1698,163.8,2.0656,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
0062,1912,"B.Saparov et al., Chem. Rev. 116, 4558 (2016)",Hydrazinium Germanium Fluoride,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),NH2NH3,4,11,H N  Ge F,5 2  1 3,5.5517,4.3416,"0.5, 0.5, 0.5","0.3889, -0.2778, 0.3889",3.0349,6.8484,9.8833,1.7421,-4.6134,0.0053,0.8298,87.15,3.0993,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
0063,1913,"B.Saparov et al., Chem. Rev. 116, 4558 (2016)",Hydrazinium Germanium Fluoride,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),NH2NH3,4,11,H N  Ge F,5 2  1 3,5.8014,4.426,"0.4583, -0.2222, 0.2222","0, 0.5, 0.5",2.8755,4.4742,7.3497,1.6957,-4.6165,0.0023,0.8267,88.36,3.0569,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
0064,1914,"B.Saparov et al., Chem. Rev. 116, 4558 (2016)",Hydrazinium Germanium Fluoride,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),NH2NH3,4,11,H N  Ge F,5 2  1 3,5.4042,4.2622,"0, 0.5, 0.5","-0.1667, 0.2778, 0.3",3.0212,9.572,12.5932,1.7382,-4.6148,0.0039,0.8284,87.69,3.0803,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
0065,1915,"B.Saparov et al., Chem. Rev. 116, 4558 (2016)",Hydrazinium Germanium Fluoride,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),NH2NH3,4,11,H N  Ge F,5 2  1 3,5.7238,4.3593,"0.4583, -0.45, 0.3125","0.0417, -0.25, 0.3125",2.8958,5.2368,8.1327,1.7017,-4.6111,0.0077,0.8321,88.11,3.0656,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
0066,1916,"B.Saparov et al., Chem. Rev. 116, 4558 (2016)",Hydrazinium Germanium Fluoride,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),NH2NH3,4,11,H N  Ge F,5 2  1 3,5.3582,4.0646,"0.0556, 0, 0.5","0.5, 0, 0",2.963,4.5347,7.4977,1.7213,-4.6104,0.0084,0.8328,87.22,3.0969,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
0067,1917,"B.Saparov et al., Chem. Rev. 116, 4558 (2016)",Hydrazinium Germanium Fluoride,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),NH2NH3,4,11,H N  Ge F,5 2  1 3,5.8647,4.5123,"-0.0714, 0.5, 0.0556","0.4286, 0, 0.4444",2.8891,4.12,7.0091,1.6997,-4.6135,0.0052,0.8297,87.79,3.0767,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
0068,1918,"B.Saparov et al., Chem. Rev. 116, 4558 (2016)",Hydrazinium Germanium Fluoride,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),NH2NH3,4,11,H N  Ge F,5 2  1 3,5.3003,4.1245,"0.5, 0.5, 0.5","0, 0.5, 0.5",2.9719,5.0257,7.9976,1.7239,-4.5958,0.023,0.8474,87.14,3.0997,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
0069,1919,"B.Saparov et al., Chem. Rev. 116, 4558 (2016)",Hydrazinium Germanium Fluoride,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),NH2NH3,4,11,H N  Ge F,5 2  1 3,5.5813,4.2772,"0, 0.5, 0.5","0.375, 0, 0.25",2.8654,4.2592,7.1246,1.6927,-4.6175,0.0012,0.8257,89.05,3.0332,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
0070,1920,"T.D.Huan et al., Phys. Rev. B 93,094105(2016)",Ammonium Germanium Fluoride,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),NH4,4,9,H N  Ge F,4 1  1 3,5.8678,4.5921,"-0.125, -0.3889, 0.4231","0.4375, 0, 0",2.8712,4.9625,7.8338,1.6945,-4.5398,-0.1338,0.8738,74.45,3.2931,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
0071,1921,"T.D.Huan et al., Phys. Rev. B 93,094105(2016)",Ammonium Germanium Fluoride,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),NH4,4,9,H N  Ge F,4 1  1 3,4.9157,3.7949,"0.5, 0.5, 0.5","0.5, 0.5, 0.5",2.9742,26.5739,29.5481,1.7246,-4.5557,-0.1497,0.8579,78.85,3.1094,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
0072,1922,"A. Mancini et al., J. Solid State Chem. 240, 55 (2016)",Trimethylammonium Germanium Fluoride,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),(CH3)3NH,5,18,C H N  Ge F,3 10 1  1 3,6.0165,4.7814,"0.5, 0.5, 0.5","0.5, 0.3571, 0.3571",2.654,1.722,4.3759,1.6291,-4.7782,-0.2446,0.2593,140.13,2.2483,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
0073,1923,"A. Mancini et al., J. Solid State Chem. 240, 55 (2016)",Trimethylammonium Germanium Fluoride,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),(CH3)3NH,5,18,C H N  Ge F,3 10 1  1 3,5.2932,4.0662,"0.5, 0.5, 0.5","0.5, 0.5, 0.5",2.6666,1.4957,4.1623,1.633,-4.7721,-0.2385,0.2653,138.99,2.2667,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
0074,1924,"A. Mancini et al., J. Solid State Chem. 240, 55 (2016)",Trimethylammonium Germanium Fluoride,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),(CH3)3NH,5,18,C H N  Ge F,3 10 1  1 3,6.3816,5.1115,"0.5, 0.5, 0.4737","0.3571, -0.375, 0.375",2.6237,1.3031,3.9268,1.6198,-4.7846,-0.251,0.2528,139.75,2.2544,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
0075,1925,"A. Mancini et al., J. Solid State Chem. 240, 55 (2016)",Trimethylammonium Germanium Fluoride,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),(CH3)3NH,5,18,C H N  Ge F,3 10 1  1 3,6.1596,4.8979,"0.3947, 0.3947, 0.3947","0.2632, 0.5, 0.2632",2.5787,1.5597,4.1385,1.6058,-4.7781,-0.2445,0.2594,145.51,2.1652,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
0076,1926,"A. Mancini et al., J. Solid State Chem. 240, 55 (2016)",Trimethylammonium Germanium Fluoride,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),(CH3)3NH,5,18,C H N  Ge F,3 10 1  1 3,6.6329,5.3434,"0.5, 0.0714, 0.5","0, 0.5, 0",2.6263,1.6373,4.2635,1.6206,-4.7689,-0.2352,0.2686,139.72,2.2549,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
0077,1927,"A. Mancini et al., J. Solid State Chem. 240, 55 (2016)",Trimethylammonium Germanium Fluoride,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),(CH3)3NH,5,18,C H N  Ge F,3 10 1  1 3,6.3081,5.0015,"0.4737, 0.5, 0.4737","0.2857, 0.2222, 0.1429",2.5856,1.6626,4.2482,1.608,-4.7674,-0.2338,0.27,143.22,2.1998,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
0078,1928,"A. Mancini et al., J. Solid State Chem. 240, 55 (2016)",Trimethylammonium Germanium Fluoride,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),(CH3)3NH,5,18,C H N  Ge F,3 10 1  1 3,6.0386,4.7389,"0, 0.5, 0","0, 0, 0",2.5907,1.6826,4.2733,1.6096,-4.7645,-0.2309,0.2729,142.11,2.217,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
0079,1929,"B. Zhou et al., Angew. Chem. Int. Ed. 50, 11441 (2011)",Azetidinium Germanium Fluoride,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),C3H6N2,5,16,C H N  Ge F,3 8 1  1 3,5.4627,4.2387,"0.5, 0.5, 0.5","0.0556, 0.0714, 0.5",2.7402,2.0689,4.8091,1.6554,-4.8888,-0.2422,0.3246,130.95,2.3803,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
0080,1930,"B. Zhou et al., Angew. Chem. Int. Ed. 50, 11441 (2011)",Azetidinium Germanium Fluoride,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),C3H6N2,5,16,C H N  Ge F,3 8 1  1 3,5.8716,4.6297,"0.5, 0.5, 0.5","0.5, 0.25, 0.2778",2.816,2.005,4.821,1.6781,-4.8828,-0.2363,0.3305,125.01,2.4934,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
0081,1931,"B. Zhou et al., Angew. Chem. Int. Ed. 50, 11441 (2011)",Azetidinium Germanium Fluoride,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),C3H6N2,5,16,C H N  Ge F,3 8 1  1 3,5.5683,4.3571,"0.5, 0.5, 0.5","-0.25, 0.25, 0.5",2.7631,2.288,5.0511,1.6623,-4.8848,-0.2383,0.3285,128.89,2.4184,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
0082,1932,"B. Zhou et al., Angew. Chem. Int. Ed. 50, 11441 (2011)",Azetidinium Germanium Fluoride,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),C3H6N2,5,16,C H N  Ge F,3 8 1  1 3,5.4939,4.2989,"0.5, 0.5, 0.5","-0.4375, 0.4286, 0.4375",2.8441,1.8657,4.7099,1.6865,-4.8835,-0.237,0.3298,124.57,2.5023,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
0083,1933,"B. Zhou et al., Angew. Chem. Int. Ed. 50, 11441 (2011)",Azetidinium Germanium Fluoride,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),C3H6N2,5,16,C H N  Ge F,3 8 1  1 3,5.2447,4.0504,"0.5, 0.5, 0.5","-0.25, 0.2222, 0.05",2.7136,3.2964,6.01,1.6473,-4.8662,-0.2197,0.3471,130.95,2.3803,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
0084,1934,"B. Zhou et al., Angew. Chem. Int. Ed. 50, 11441 (2011)",Azetidinium Germanium Fluoride,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),C3H6N2,5,16,C H N  Ge F,3 8 1  1 3,5.1762,3.925,"0.5, 0.5, 0.5","-0.25, 0.2222, 0",2.7358,3.8329,6.5687,1.654,-4.8613,-0.2148,0.352,130.83,2.3825,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
0085,1935,"B. Zhou et al., Angew. Chem. Int. Ed. 50, 11441 (2011)",Azetidinium Germanium Fluoride,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),C3H6N2,5,16,C H N  Ge F,3 8 1  1 3,5.5509,4.3197,"0.5, 0.5, 0.5","0, 0.5, 0",2.6251,2.6198,5.245,1.6202,-4.8756,-0.2291,0.3377,133.2,2.3401,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
0086,1936,"B. Zhou et al., Angew. Chem. Int. Ed. 50, 11441 (2011)",Azetidinium Germanium Fluoride,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),C3H6N2,5,16,C H N  Ge F,3 8 1  1 3,5.5193,4.2628,"0, 0.5, 0","0, 0, 0",2.7751,2.1649,4.94,1.6659,-4.8796,-0.2331,0.3337,125.84,2.477,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
0087,1937,"B. Zhou et al., Angew. Chem. Int. Ed. 50, 11441 (2011)",Azetidinium Germanium Fluoride,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),C3H6N2,5,16,C H N  Ge F,3 8 1  1 3,5.6525,4.3679,"0.5, 0.5, 0.5","-0.0625, 0, 0.0833",2.7821,2.295,5.0772,1.668,-4.8769,-0.2304,0.3364,125.84,2.477,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
0088,1938,"B. Zhou et al., Angew. Chem. Int. Ed. 50, 11441 (2011)",Azetidinium Germanium Fluoride,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),C3H6N2,5,16,C H N  Ge F,3 8 1  1 3,5.632,4.3494,"0.5, 0.5, 0","-0.0625, 0, 0.0833",2.7835,2.4491,5.2326,1.6684,-4.8767,-0.2302,0.3366,125.82,2.4774,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
0089,1939,"B. Zhou et al., Angew. Chem. Int. Ed. 50, 11441 (2011)",Azetidinium Germanium Fluoride,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),C3H6N2,5,16,C H N  Ge F,3 8 1  1 3,5.4908,4.2206,"0.5, 0.5, 0","0.0455, 0.5, 0.5",2.7574,2.915,5.6725,1.6606,-4.8568,-0.2102,0.3566,128.08,2.4337,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
