,0,1,2,3
1295,C1H5N2Pb1I3,C1H5N2,Pb1,I3
1296,C1H5N2Pb1I3,C1H5N2,Pb1,I3
1297,C1H5N2Pb1I3,C1H5N2,Pb1,I3
1298,C4H12N1Pb1I3,C4H12N1,Pb1,I3
1299,C4H12N1Pb1I3,C4H12N1,Pb1,I3
1300,C4H12N1Pb1I3,C4H12N1,Pb1,I3
1301,H5N2Pb1I3,H5N2,Pb1,I3
1302,H5N2Pb1I3,H5N2,Pb1,I3
1303,H5N2Pb1I3,H5N2,Pb1,I3
1304,H5N2Pb1I3,H5N2,Pb1,I3
1305,H5N2Pb1I3,H5N2,Pb1,I3
1306,H5N2Pb1I3,H5N2,Pb1,I3
1307,H5N2Pb1I3,H5N2,Pb1,I3
1308,H5N2Pb1I3,H5N2,Pb1,I3
1309,H5N2Pb1I3,H5N2,Pb1,I3
1310,H4N1Pb1I3,H4N1,Pb1,I3
1311,H4N1Pb1I3,H4N1,Pb1,I3
1312,H4N1Pb1I3,H4N1,Pb1,I3
1313,C3H10N1Pb1I3,C3H10N1,Pb1,I3
1314,C3H10N1Pb1I3,C3H10N1,Pb1,I3
1315,C3H10N1Pb1I3,C3H10N1,Pb1,I3
1316,C3H10N1Pb1I3,C3H10N1,Pb1,I3
1317,C3H10N1Pb1I3,C3H10N1,Pb1,I3
1318,C3H10N1Pb1I3,C3H10N1,Pb1,I3
1319,C3H10N1Pb1I3,C3H10N1,Pb1,I3
1320,C3H10N1Pb1I3,C3H10N1,Pb1,I3
1321,C3H10N1Pb1I3,C3H10N1,Pb1,I3
1322,C3H10N1Pb1I3,C3H10N1,Pb1,I3
1323,C3H10N1Pb1I3,C3H10N1,Pb1,I3
1324,C3H10N1Pb1I3,C3H10N1,Pb1,I3
1325,C3H8N1Pb1I3,C3H8N1,Pb1,I3
1326,C3H8N1Pb1I3,C3H8N1,Pb1,I3
1327,C3H8N1Pb1I3,C3H8N1,Pb1,I3
1328,C3H8N1Pb1I3,C3H8N1,Pb1,I3
1329,C3H8N1Pb1I3,C3H8N1,Pb1,I3
1330,C3H8N1Pb1I3,C3H8N1,Pb1,I3
1331,C3H8N1Pb1I3,C3H8N1,Pb1,I3
1332,C3H8N1Pb1I3,C3H8N1,Pb1,I3
1333,C3H8N1Pb1I3,C3H8N1,Pb1,I3
1334,C3H8N1Pb1I3,C3H8N1,Pb1,I3
1335,C3H8N1Pb1I3,C3H8N1,Pb1,I3
1336,C3H8N1Pb1I3,C3H8N1,Pb1,I3
1337,C3H8N1Pb1I3,C3H8N1,Pb1,I3
1338,C3H8N1Pb1I3,C3H8N1,Pb1,I3
1339,C3H8N1Pb1I3,C3H8N1,Pb1,I3
1340,C3H5N2Pb1I3,C3H5N2,Pb1,I3
1341,C3H5N2Pb1I3,C3H5N2,Pb1,I3
1342,C3H5N2Pb1I3,C3H5N2,Pb1,I3
1343,C3H5N2Pb1I3,C3H5N2,Pb1,I3
1344,C3H5N2Pb1I3,C3H5N2,Pb1,I3
1345,C3H5N2Pb1I3,C3H5N2,Pb1,I3
