,0,1,2,3
1247,C3H10N1Pb1I3,C3H10N1,Pb1,I3
1248,C3H10N1Pb1I3,C3H10N1,Pb1,I3
1249,C3H10N1Pb1I3,C3H10N1,Pb1,I3
1250,C3H10N1Pb1I3,C3H10N1,Pb1,I3
1251,C3H10N1Pb1I3,C3H10N1,Pb1,I3
1252,C4H12N1Pb1I3,C4H12N1,Pb1,I3
1253,C4H12N1Pb1I3,C4H12N1,Pb1,I3
1254,C4H12N1Pb1I3,C4H12N1,Pb1,I3
1255,C4H12N1Pb1I3,C4H12N1,Pb1,I3
1256,C3H10N1Pb1I3,C3H10N1,Pb1,I3
1257,C3H10N1Pb1I3,C3H10N1,Pb1,I3
1258,C3H10N1Pb1I3,C3H10N1,Pb1,I3
1259,C3H10N1Pb1I3,C3H10N1,Pb1,I3
1260,C3H10N1Pb1I3,C3H10N1,Pb1,I3
1261,C3H10N1Pb1I3,C3H10N1,Pb1,I3
1262,C3H10N1Pb1I3,C3H10N1,Pb1,I3
1263,C3H10N1Pb1I3,C3H10N1,Pb1,I3
1264,C3H10N1Pb1I3,C3H10N1,Pb1,I3
1265,C3H10N1Pb1I3,C3H10N1,Pb1,I3
1266,C2H8N1Pb1I3,C2H8N1,Pb1,I3
1267,C2H8N1Pb1I3,C2H8N1,Pb1,I3
1268,C2H8N1Pb1I3,C2H8N1,Pb1,I3
1269,C2H8N1Pb1I3,C2H8N1,Pb1,I3
1270,C2H8N1Pb1I3,C2H8N1,Pb1,I3
1271,C2H8N1Pb1I3,C2H8N1,Pb1,I3
1272,C2H8N1Pb1I3,C2H8N1,Pb1,I3
1273,C2H7N2Pb1I3,C2H7N2,Pb1,I3
1274,C2H7N2Pb1I3,C2H7N2,Pb1,I3
1275,C2H7N2Pb1I3,C2H7N2,Pb1,I3
1276,C2H7N2Pb1I3,C2H7N2,Pb1,I3
1277,C2H7N2Pb1I3,C2H7N2,Pb1,I3
1278,C2H7N2Pb1I3,C2H7N2,Pb1,I3
1279,C1H6N1Pb1I3,C1H6N1,Pb1,I3
1280,C1H6N1Pb1I3,C1H6N1,Pb1,I3
1281,C1H6N1Pb1I3,C1H6N1,Pb1,I3
1282,C1H6N1Pb1I3,C1H6N1,Pb1,I3
1283,C1H6N1Pb1I3,C1H6N1,Pb1,I3
1284,C1H6N1Pb1I3,C1H6N1,Pb1,I3
1285,C1H6N3Pb1I3,C1H6N3,Pb1,I3
1286,C1H6N3Pb1I3,C1H6N3,Pb1,I3
1287,C1H6N3Pb1I3,C1H6N3,Pb1,I3
1288,H4N1O1Pb3I,H4N1O1,Pb3,I1
1289,H4N1O1Pb3I,H4N1O1,Pb3,I1
1290,H4N1O1Pb3I,H4N1O1,Pb3,I1
1291,H4N1O1Pb3I,H4N1O1,Pb3,I1
1292,H4N1O1Pb3I,H4N1O1,Pb3,I1
1293,H4N1O1Pb3I,H4N1O1,Pb3,I1
1294,H4N1O1Pb3I,H4N1O1,Pb3,I1
