,ToleranceFactor
726,0.9984609641754489
727,1.0806293910633302
728,1.1038722528523324
729,1.5778956876477588
730,0.6629126073623882
731,0.7323138284788457
732,0.7172550729535766
733,0.7254391792173098
734,0.7935309433315699
735,0.8144822553667269
736,0.6629126073623882
737,1.6371486169971872
738,1.613251026707086
739,1.8816897121575347
740,1.1398823204127584
741,1.1402096846633079
742,1.140537048913857
743,0.8963233180040587
744,0.902543238764496
745,1.6679208565488237
746,0.8966506822546081
747,0.9248040078018503
748,0.937571213573274
749,0.8963233180040587
750,0.8953412252524108
751,0.8950138610018614
752,0.8966506822546081
753,1.204373077770976
754,1.1762197522237339
755,0.6426160238283299
756,0.641633931076682
757,0.6422886595777806
758,1.1192583726281509
759,1.1169668228743055
760,1.117294187124855
761,1.1156573658721083
762,1.1153300016215588
763,1.1189310083776016
764,1.1153300016215588
765,1.1195857368787
766,1.1192583726281509
767,1.1195857368787
768,1.1490485194281395
769,1.0148291767029152
770,1.0138470839512674
771,1.0138470839512674
772,1.0141744482018167
773,1.0377446742413683
774,1.5048934597752586
775,1.0249774684699446
776,1.4263260396434199
777,1.0128649911996195
778,1.4295996821489134
779,1.4106125556170523
780,1.3657636532917943
781,1.0177754549578593
782,1.7055677453619964
783,1.9704054240564024
784,1.3238610292214807
785,1.047565601757848
786,1.0420004094985094
787,1.033488938984227
788,1.033488938984227
789,1.033488938984227
790,1.3821318658192607
791,1.033488938984227
792,1.0944648380733886
793,1.0960155108391485
794,1.0947749726265406
795,1.0966357799454525
796,1.0960155108391485
797,1.0963256453923005
798,1.0960155108391485
799,1.1065600856463165
800,1.0941547035202366
801,1.0969459144986045
802,1.0966357799454525
803,1.0960155108391485
804,1.3031853923446808
805,1.3010144504726169
806,1.300394181366313
807,1.2085943536333226
808,1.1999105861450667
809,1.2141767755900583
810,2.1563655480658177
811,2.2807295038797673
812,2.246304568479896
813,2.3343827815750626
814,1.3177617163428248
815,2.072939353267931
816,1.4551513233891582
817,1.4489486323261183
818,1.4517398433044861
819,1.8738329701443506
820,1.1440863665777077
821,1.1456370393434676
822,1.1450167702371636
823,1.1626944397668275
824,1.619212502006563
825,1.182543051168555
826,1.645573939024483
827,1.143776232024556
828,1.0842303978193728
829,1.0842303978193728
830,1.0839202632662208
831,1.0839202632662208
832,1.0851608014788288
833,1.0845405323725246
834,1.4309608282433028
835,1.0845405323725246
836,1.1375735409615158
837,1.1375735409615158
838,1.1372634064083638
839,1.1533904031722675
840,1.1295100425795639
841,1.172618745467691
842,0.9335050049875034
843,0.9338151395406554
844,1.352186651742696
845,0.9331948704343515
846,0.9335050049875034
847,0.9775441115350866
848,1.0981864527112126
849,1.0984965872643644
850,1.6080476580930916
851,0.7024547628892676
852,0.7734755755610743
853,0.7576587133503225
854,0.846047060998641
855,0.8386038317229931
856,0.8559713666995048
857,0.7021446283361156
858,1.7051197732296657
859,1.68868264191261
860,1.9411321681783336
861,1.1546309413848754
862,1.1546309413848754
863,0.9238908338397915
864,1.7141136752710735
865,0.9238908338397915
866,0.9443597143478232
867,0.9390874269442393
868,0.9238908338397915
869,0.9232705647334877
870,0.9229604301803356
871,0.9242009683929436
872,1.2253416195035303
873,0.9242009683929436
874,0.6832264205938439
875,0.6822960169343879
876,0.6829162860406918
877,0.6829162860406918
878,1.13354179177054
879,1.133851926323692
880,1.132921522664236
881,1.1326113881110838
882,1.131370849898476
883,1.132921522664236
884,1.1323012535579318
885,1.1347823299831479
886,1.1347823299831479
887,1.1344721954299959
888,1.1651755161920432
889,1.0364696766339656
890,1.0355392729745097
891,1.0361595420808136
892,1.0355392729745097
893,1.0873317433508927
894,1.0479446551005895
895,1.5379572490807405
896,1.0457737132285254
897,1.0367798111871176
898,1.419175715223527
899,1.4166946387983108
900,1.3810291651858315
901,1.0405014258249417
902,1.792267582665376
903,2.1588466244910336
904,1.3252049456184722
905,1.063451382758189
906,1.0532169425041733
907,1.0535270770573253
908,1.0535270770573253
909,1.0535270770573253
910,1.459183072580134
911,1.0535270770573253
912,1.3822697033984392
913,1.0535270770573253
914,0.9967022187202467
915,0.9986315687371268
916,1.0171533288991754
917,1.007506578814775
918,1.0044196187877668
919,1.0132946288654152
920,1.0152239788822952
921,1.3196754115459712
922,1.005191358794519
923,1.011751148851911
924,1.0144522388755433
925,0.9947728687033667
926,1.2560068609889286
927,1.2571644709990568
928,1.2969090813467863
929,1.1325284599086038
930,1.1163219197668113
931,1.1803763403272298
932,2.521274602058882
933,1.3663656819544687
934,1.4682353628457367
935,1.5809094038315332
936,1.75262155533386
937,1.4207733524304869
938,1.4450831626431762
939,1.543865883507436
940,1.7514639453237317
941,1.0923979795574983
942,1.0611425092840412
943,1.0804360094528418
944,1.0742620893988255
945,1.3034688714041787
946,1.3520884918295561
947,1.0788925294393377
948,1.0642294693110492
949,1.2494470709315364
950,1.0785066594359618
951,0.9866695986324703
952,0.980109808575078
953,0.980495678578454
954,0.9951587387067424
955,0.9955446087101186
956,1.056897939246905
957,1.056897939246905
958,1.056512069243529
959,1.086224059503482
960,1.4462407726533042
961,0.8029954770254871
962,0.8029954770254871
963,1.1182512697836915
964,0.8041530870356152
965,0.7864030668803185
966,0.8963760178424828
967,1.010593538841783
968,1.4435396826296718
969,0.5236255945812524
970,0.592696325185559
971,0.568772384976246
972,0.7620932566676295
973,0.5606691149053497
974,0.6833757759789224
975,0.5197668945474921
976,2.012312067605918
977,1.6048333440408462
978,1.0777349194292098
979,0.7918052469275827
980,1.5118386732272266
981,0.7914193769242066
982,1.1630121901753092
983,0.7933487269410868
984,0.7921911169309587
985,0.7875606768904465
986,1.0788925294393377
987,0.4966146943449312
988,0.4993157843685633
989,1.0495664091827606
990,1.0464794491557525
991,1.0491805391793847
992,1.0491805391793847
993,1.0646153393144253
994,1.0611425092840412
995,1.061528379287417
996,1.0603707692772892
997,1.0931697195642505
998,0.931104318146324
999,0.9349630181800843
1000,0.9855119886223423
1001,1.4342788025486475
1002,0.9507836883185009
1003,1.3181319315324669
1004,1.3856591821232698
1005,1.5025777931462023
1006,1.240186190850512
1007,0.9662184884535414
1008,0.9646750084400374
1009,0.9770228485480699
1010,0.956185868365765
1011,0.956185868365765
1012,1.3204471515527232
1013,1.795612446736245
1014,1.9485095216181094
1015,1.8968687877176122
1016,1.8320647294895374
1017,1.8830304211168252
1018,1.9792239450491238
1019,1.9957624807427476
1020,1.9319709859244862
1021,2.081492849440305
1022,2.0355899748620856
1023,1.72709565600552
1024,1.8253143067574462
1025,1.7753611785399714
1026,1.7669231501248575
1027,1.7092070357654783
1028,2.249578375469375
1029,2.067654482839518
1030,2.3957250276191475
1031,2.2185264309017554
1032,2.4301521835528126
1033,1.7672606712614625
1034,1.7686107558078805
1035,1.934333633880718
1036,1.7672606712614625
1037,2.0423403975941765
1038,1.6170637654724342
1039,1.7227078812296603
1040,1.7885245028675492
1041,1.7655730655784394
1042,1.7372212901036566
1043,1.9387214086565772
1044,1.8955187031711938
1045,1.9555974654868054
1046,2.144946823121962
1047,1.9265706477388134
1048,1.49825632538763
1049,1.9431091834324363
1050,1.6379900759419166
1051,1.9306209013780682
1052,1.890455886122126
1053,2.0237767350809257
1054,1.8189014051619592
1055,1.5475344113318954
1056,1.637315033668708
1057,1.752747262387466
1058,2.04335296100399
1059,2.034577411452272
1060,1.9471594370716914
1061,1.6973937959843188
1062,1.8972063088542168
1063,1.778736389906017
1064,1.976861297092892
1065,1.8880932381658935
1066,1.4938685506117708
1067,1.5053442692563257
1068,1.905644337269331
1069,1.9063193795425397
1070,1.8128260247030776
1071,1.54415919996585
1072,1.5552973974738002
1073,1.4918434237921434
1074,1.6855805562031592
1075,1.7682732346712757
1076,2.030864678949621
1077,1.7962874890094542
1078,1.7794114321792263
1079,1.7743486151301577
1080,1.8253143067574462
1081,1.8972063088542168
1082,2.002850424611443
1083,1.6899683309790183
1084,2.000150255518607
1085,1.8297020815333054
1086,1.7220328389564517
1087,1.7567975160267209
1088,1.6724172318755817
1089,1.7834616858184809
1090,1.6838929505201365
1091,1.652165963679308
1092,1.773336051720344
1093,1.7530847835240708
1094,1.5070318749393485
1095,1.8631166740571563
1096,1.8020253483317317
1097,1.751397177841048
1098,2.260041530704116
1099,1.9876619734642378
1100,2.0949936949044874
1101,1.897881351127426
1102,1.7200077121368242
1103,1.8074256865174045
1104,1.693343542345064
1105,2.0521285105557086
1106,1.71156968372171
1107,1.8405027579046511
1108,1.7466718819285845
1109,1.8887682804391028
1110,1.8816803365704071
1111,1.7318209519179837
1112,1.8999064779470531
1113,2.016013748939021
1114,1.874254871565107
1115,1.7669231501248575
1116,1.689630809842414
1117,1.5360586926873405
1118,1.5269456219990174
1119,1.9660606207215463
1120,1.9582976345796415
1121,1.8516409554126017
1122,2.0902683989920234
1123,1.0704358415658104
1124,1.0720651198634754
1125,1.0727168311825412
1126,1.0740202538206731
1127,1.0655480066728158
1128,1.0733685425016073
1129,1.0704358415658104
1130,1.075323676458805
1131,1.0736943981611402
1132,1.0730426868420744
1133,1.289410844771967
1134,1.2877815664743022
1135,1.287455710814769
1136,1.1945868478478725
1137,1.1792716318498229
1138,2.1226237661977745
1139,2.1789967952969787
1140,2.1783450839779124
1141,1.9616510703884866
1142,1.311894885279742
1143,1.9877195231511244
1144,1.447776695304991
1145,1.44875426228359
1146,1.4409337264547986
1147,1.4497318292621888
1148,1.7918802717718085
1149,1.199474682740867
1150,1.1228986027506187
1151,1.1242020253887508
1152,1.6116820920500756
1153,1.1261571593459485
1154,1.598647865668757
1155,1.1228986027506187
1156,1.0570757595249585
1157,1.0583791821630906
1158,1.0580533265035574
1159,1.0590308934821564
1160,1.0616377387584202
1161,1.3998759133536443
1162,1.0603343161202883
1163,1.1163814895599595
1164,1.1157297782408935
1165,1.1163814895599595
1166,1.131696705558009
1167,1.108560953731168
1168,1.141798231003531
1169,0.9022943212467973
1170,0.9022943212467973
1171,1.2978830919198243
1172,0.9026201769063303
1173,0.9948373285541611
1174,1.075323676458805
1175,1.0987852839451788
1176,1.5725794129061192
1177,0.6595318548947338
1178,0.7299166773538556
1179,0.7149273170153388
1180,0.8019307781106422
1181,0.793132675303252
1182,0.8169201384491589
1183,0.6595318548947338
1184,1.6377505448127132
1185,1.6201543391979327
1186,1.8394551980636225
1187,1.1336518395152069
1188,1.1336518395152069
1189,1.1346294064938056
1190,0.8925186514608081
1191,0.8983840533324017
1192,0.8882825278868796
1193,0.8925186514608081
1194,0.8908893731631433
1195,0.8925186514608081
1196,1.2128347647817188
1197,1.2187001666533124
1198,0.6390029483441565
1199,0.6393288040036895
1200,0.6396546596632224
1201,1.1121453659860308
1202,1.1124712216455637
1203,1.1108419433478989
1204,1.1098643763693
1205,1.109212665050234
1206,1.1124712216455637
1207,1.1121453659860308
1208,1.1137746442836958
1209,1.1424499423225971
1210,1.009826688892678
1211,1.009826688892678
1212,1.0091749775736119
1213,1.08575105756386
1214,1.0342658633576507
1215,1.4963291885754038
1216,1.0225350596144636
1217,1.4324614793069415
1218,1.4298546340306777
1219,1.3624025125073527
1220,1.7149783361220274
1221,1.8880076913340351
1222,1.2522632995852083
1223,1.041760543526909
1224,1.02872631714559
1225,1.0284004614860571
1226,1.0284004614860571
1227,1.4422371490929307
1228,1.0903030761439734
1229,1.09092063665156
1230,1.0899942958901803
1231,1.0918469774129398
1232,1.0912294169053534
1233,1.0912294169053534
1234,1.0912294169053534
1235,1.0899942958901803
1236,1.0924645379205262
1237,1.0915381971591465
1238,1.0915381971591465
1239,1.2968770659316593
1240,1.2950243844088996
1241,1.2947156041551064
1242,1.2008464070019578
1243,1.1928181204033332
1244,1.2026990885247173
1245,1.206095671316443
1246,2.167328601374837
1247,2.312146540403872
1248,2.2565660947210873
1249,2.322645069032843
1250,1.320961925727533
1251,2.0592555125471987
1252,1.4420037852144876
1253,1.4435476864834542
1254,1.4407686641993147
1255,1.444474027244834
1256,1.8628712711346904
1257,1.1860249548198816
1258,1.1387815759895141
1259,1.1397079167508937
1260,1.140016697004687
1261,1.1576171714709025
1262,1.5618105236862694
1263,1.1779966682212573
1264,1.440151103691728
1265,1.137546454974341
1266,1.0776430857384502
1267,1.07856942649983
1268,1.07856942649983
1269,1.0791869870074164
1270,1.0801133277687962
1271,1.42038916744896
